city,population
"Hunters Hollow, KY",358
"Hurstbourne Acres, KY",1890
"Indian Hills, KY",2968
"Junction City, KY",2306
"Kenton Vale, KY",108
"La Center, KY",959
"La Grange, KY",9031
"Lakeside Park, KY",2762
"Lakeview Heights, KY",224
"Langdon Place, KY",915
"Lebanon Junction, KY",1962
"Manor Creek, KY",233
"Maryhill Estates, KY",184
"Meadowbrook Farm, KY",142
"Meadow Vale, KY",759
"Meadowview Estates, KY",167
"Mockingbird Valley, KY",164
"Mortons Gap, KY",826
"Mount Olivet, KY",336
"Mount Sterling, KY",7231
"Mount Vernon, KY",2415
"Mount Washington, KY",14817
"Murray Hill, KY",605
"New Castle, KY",939
"New Haven, KY",894
"Norbourne Estates, KY",449
"North Middletown, KY",646
"Oak Grove, KY",7320
"Olive Hill, KY",1556
"Park City, KY",559
"Park Hills, KY",2984
"Parkway Village, KY",660
"Pewee Valley, KY",1569
"Pioneer Village, KY",2941
"Pippa Passes, KY",659
"Plum Springs, KY",528
"Poplar Hills, KY",423
"River Bluff, KY",442
"Rolling Fields, KY",661
"Rolling Hills, KY",989
"Russell Springs, KY",2638
"Ryland Heights, KY",1077
"St. Charles, KY",269
"St. Mary, KY",128
"St. Matthews, KY",18105
"Salt Lick, KY",327
"Sandy Hook, KY",609
"Science Hill, KY",696
"Seneca Gardens, KY",709
"Silver Grove, KY",1186
"Smiths Grove, KY",798
"South Carrollton, KY",180
"South Shore, KY",1057
"Spring Mill, KY",296
"Spring Valley, KY",683
"Stamping Ground, KY",802
"Strathmoor Manor, KY",341
"Strathmoor Village, KY",660
"Taylor Mill, KY",6802
"Ten Broeck, KY",105
"Villa Hills, KY",7461
"Vine Grove, KY",6439
"Watterson Park, KY",1020
"West Buechel, KY",1272
"West Liberty, KY",3520
"West Point, KY",876
"White Plains, KY",897
"Windy Hills, KY",2459
"Woodland Hills, KY",738
"Woodlawn Park, KY",967
"Worthington Hills, KY",1550
"Baton Rouge, LA",220236
"Bossier City, LA",68159
"Breaux Bridge, LA",8148
"Denham Springs, LA",9753
"Lake Charles, LA",78396
"Morgan City, LA",10742
"New Iberia, LA",28454
"New Orleans, LA",390144
"New Roads, LA",4480
"Port Allen, LA",4743
"St. Gabriel, LA",7460
"St. Martinville, LA",5820
"Ville Platte, LA",7033
"West Monroe, LA",12227
"Old Town, ME",7431
"Presque Isle, ME",9007
"South Portland, ME",25532
"College Park, MD",32163
"District Heights, MD",5984
"Mount Rainier, MD",8093
"New Carrollton, MD",12928
"Pocomoke City, MD",4088
"Seat Pleasant, MD",4738
"Takoma Park, MD",17725
"Agawam Town, MA",28613
"Amesbury Town, MA",17532
"Barnstable Town, MA",44477
"Braintree Town, MA",37190
"Bridgewater Town, MA",27619
"Easthampton Town, MA",15829
"Fall River, MA",89541
"Franklin Town, MA",34087
"Greenfield Town, MA",17258
"Methuen Town, MA",50706
"New Bedford, MA",95363
"North Adams, MA",12730
"Palmer Town, MA",12232
"Randolph Town, MA",34362
"Southbridge Town, MA",16878
"Watertown Town, MA",35939
"Weymouth Town, MA",57746
"Winthrop Town, MA",18544
"Allen Park, MI",26940
"Ann Arbor, MI",119980
"Auburn Hills, MI",24748
"Au Gres, MI",829
"Bad Axe, MI",2914
"Battle Creek, MI",51093
"Bay City, MI",32717
"Benton Harbor, MI",9741
"Big Rapids, MI",10363
"Bloomfield Hills, MI",3997
"Boyne City, MI",3729
"Brown City, MI",1250
"Carson City, MI",1111
"Cedar Springs, MI",3711
"Center Line, MI",8171
"Crystal Falls, MI",1364
"Dearborn Heights, MI",55353
"East Jordan, MI",2348
"East Lansing, MI",48145
"East Tawas, MI",2723
"Eaton Rapids, MI",5245
"Farmington Hills, MI",80612
"Flat Rock, MI",10004
"Garden City, MI",26408
"Grand Blanc, MI",7870
"Grand Haven, MI",11047
"Grand Ledge, MI",7896
"Grand Rapids, MI",201013
"Grosse Pointe, MI",5154
"Harbor Beach, MI",1587
"Harbor Springs, MI",1205
"Harper Woods, MI",13746
"Hazel Park, MI",16347
"Highland Park, MI",10775
"Huntington Woods, MI",6265
"Imlay City, MI",3569
"Iron Mountain, MI",7309
"Iron River, MI",2829
"Keego Harbor, MI",3381
"Lake Angelus, MI",307
"Lake City, MI",837
"Lathrup Village, MI",4091
"Lincoln Park, MI",36321
"Luna Pier, MI",1396
"Mackinac Island, MI",471
"Madison Heights, MI",29886
"Marine City, MI",4058
"Mount Clemens, MI",16163
"Mount Morris, MI",2842
"Mount Pleasant, MI",24797
"Muskegon Heights, MI",10736
"New Baltimore, MI",12347
"New Buffalo, MI",1868
"North Muskegon, MI",3793
"Norton Shores, MI",24664
"Oak Park, MI",29431
"Pleasant Ridge, MI",2425
"Port Huron, MI",28749
"Reed City, MI",2391
"River Rouge, MI",7419
"Rochester Hills, MI",74516
"Rogers City, MI",2653
"Roosevelt Park, MI",3796
"Rose City, MI",632
"Royal Oak, MI",59277
"St. Clair, MI",5279
"St. Ignace, MI",2323
"St. Johns, MI",7945
"St. Joseph, MI",8317
"St. Louis, MI",7265
"South Haven, MI",4348
"South Lyon, MI",11821
"Sterling Heights, MI",132438
"Swartz Creek, MI",5501
"Sylvan Lake, MI",1858
"Tawas City, MI",1783
"Three Rivers, MI",7623
"Traverse City, MI",15738
"Walled Lake, MI",7134
"West Branch, MI",2050
"White Cloud, MI",1387
"Albert Lea, MN",17656
"Apple Valley, MN",55135
"Arden Hills, MN",10281
"Battle Lake, MN",929
"Beaver Bay, MN",171
"Beaver Creek, MN",280
"Belle Plaine, MN",7185
"Big Falls, MN",208
"Big Lake, MN",11226
"Bingham Lake, MN",124
"Birchwood Village, MN",882
"Bird Island, MN",959
"Blooming Prairie, MN",1936
"Blue Earth, MN",3108
"Boy River, MN",51
"Breezy Point, MN",2413
"Brooklyn Center, MN",30690
"Brooklyn Park, MN",80389
"Brook Park, MN",133
"Browns Valley, MN",528
"Buffalo Lake, MN",686
"Cannon Falls, MN",4050
"Cass Lake, MN",756
"Cedar Mills, MN",47
"Center City, MN",664
"Chickamaw Beach, MN",111
"Chisago City, MN",5224
"Circle Pines, MN",4938
"Clara City, MN",1276
"Clarks Grove, MN",687
"Clear Lake, MN",707
"Cold Spring, MN",4284
"Columbia Heights, MN",20427
"Coon Rapids, MN",62998
"Cottage Grove, MN",37604
"Deer Creek, MN",321
"Deer River, MN",930
"De Graff, MN",123
"Detroit Lakes, MN",9288
"Dodge Center, MN",2768
"Eagle Bend, MN",519
"Eagle Lake, MN",3087
"East Bethel, MN",12038
"Eden Prairie, MN",64893
"Eden Valley, MN",1039
"Elbow Lake, MN",1153
"Elk River, MN",25213
"Falcon Heights, MN",5528
"Federal Dam, MN",110
"Fergus Falls, MN",13794
"Fifty Lakes, MN",404
"Forest Lake, MN",20933
"Fort Ripley, MN",67
"Gem Lake, MN",500
"Golden Valley, MN",21886
"Good Thunder, MN",565
"Grand Marais, MN",1357
"Grand Meadow, MN",1192
"Grand Rapids, MN",11214
"Granite Falls, MN",2698
"Green Isle, MN",558
"Grey Eagle, MN",329
"Grove City, MN",619
"Ham Lake, MN",16783
"Hanley Falls, MN",277
"Hazel Run, MN",56
"Heron Lake, MN",648
"Hill City, MN",585
"Howard Lake, MN",2136
"Hoyt Lakes, MN",1946
"International Falls, MN",5811
"Iron Junction, MN",86
"Kettle River, MN",172
"La Crescent, MN",5029
"Lake Benton, MN",635
"Lake Bronson, MN",205
"Lake City, MN",5122
"Lake Crystal, MN",2487
"Lake Elmo, MN",9210
"Lake Henry, MN",111
"Lakeland Shores, MN",312
"Lake Lillian, MN",235
"Lake Park, MN",793
"Lake Shore, MN",1058
"Lake Wilson, MN",227
"La Prairie, MN",660
"La Salle, MN",85
"Le Center, MN",2516
"Le Roy, MN",932
"Lester Prairie, MN",1728
"Le Sueur, MN",4057
"Lino Lakes, MN",22119
"Little Canada, MN",10501
"Little Falls, MN",8696
"Long Beach, MN",415
"Long Lake, MN",1816
"Long Prairie, MN",3301
"Madison Lake, MN",1174
"Manhattan Beach, MN",66
"Maple Grove, MN",72622
"Maple Lake, MN",2148
"Maple Plain, MN",2114
"Medicine Lake, MN",374
"Meire Grove, MN",197
"Mendota Heights, MN",11343
"Middle River, MN",301
"Minnesota City, MN",187
"Minnesota Lake, MN",644
"Minnetonka Beach, MN",581
"Moose Lake, MN",2815
"Mounds View, MN",13324
"Mountain Iron, MN",2834
"Mountain Lake, MN",2037
"New Auburn, MN",437
"New Brighton, MN",22753
"New Germany, MN",419
"New Hope, MN",20907
"New London, MN",1420
"New Munich, MN",324
"New Prague, MN",8263
"New Richland, MN",1182
"New Trier, MN",106
"New Ulm, MN",13212
"North Branch, MN",10767
"North Mankato, MN",13948
"North Oaks, MN",5351
"Oak Grove, MN",8917
"Parkers Prairie, MN",997
"Park Rapids, MN",4235
"Pelican Rapids, MN",2552
"Pequot Lakes, MN",2299
"Pine City, MN",3146
"Pine Island, MN",3475
"Pine River, MN",927
"Pine Springs, MN",391
"Prior Lake, MN",27241
"Red Wing, MN",16320
"Redwood Falls, MN",4963
"Rice Lake, MN",4139
"Rock Creek, MN",1652
"Rose Creek, MN",424
"Round Lake, MN",368
"Rush City, MN",3218
"Rushford Village, MN",836
"Sacred Heart, MN",502
"St. Anthony, MN",9013
"St. Anthony, MN",91
"St. Augusta, MN",3835
"St. Bonifacius, MN",2374
"St. Charles, MN",3758
"St. Clair, MN",824
"St. Cloud, MN",68462
"St. Francis, MN",7916
"St. Hilaire, MN",264
"St. James, MN",4400
"St. Joseph, MN",7351
"St. Leo, MN",91
"St. Martin, MN",348
"St. Michael, MN",18204
"St. Paul, MN",308096
"St. Peter, MN",11953
"St. Rosa, MN",71
"St. Stephen, MN",865
"St. Vincent, MN",62
"Sauk Centre, MN",4505
"Sauk Rapids, MN",14146
"Silver Bay, MN",1762
"Silver Lake, MN",814
"Sleepy Eye, MN",3356
"South Haven, MN",193
"Spring Grove, MN",1266
"Spring Hill, MN",91
"Spring Park, MN",1784
"Spring Valley, MN",2410
"Squaw Lake, MN",106
"Sturgeon Lake, MN",429
"Sunfish Lake, MN",544
"Taylors Falls, MN",1034
"Tonka Bay, MN",1568
"Turtle River, MN",80
"Twin Lakes, MN",148
"Twin Valley, MN",755
"Two Harbors, MN",3529
"Vadnais Heights, MN",13607
"Vernon Center, MN",313
"Waite Park, MN",7768
"Walnut Grove, MN",806
"West Concord, MN",768
"West Union, MN",124
"Willow River, MN",400
"Wolf Lake, MN",56
"Wood Lake, MN",401
"Zumbro Falls, MN",239
"Bay Springs, MS",1658
"Crystal Springs, MS",4715
"Holly Springs, MS",7798
"Horn Lake, MS",27272
"Itta Bena, MS",1809
"Long Beach, MS",16023
"Moss Point, MS",13350
"Mound Bayou, MS",1370
"New Albany, MS",8753
"Ocean Springs, MS",17862
"Olive Branch, MS",38924
"Pass Christian, MS",6307
"Port Gibson, MS",1312
"Rolling Fork, MS",1929
"Water Valley, MS",3255
"West Point, MS",10404
"Yazoo City, MS",10869
"Appleton City, MO",1080
"Ash Grove, MO",1444
"Bates City, MO",218
"Bella Villa, MO",724
"Bell City, MO",422
"Bellefontaine Neighbors, MO",10397
"Bellerive Acres, MO",181
"Beverly Hills, MO",554
"Birch Tree, MO",649
"Black Jack, MO",6918
"Blue Springs, MO",55829
"Bonne Terre, MO",7118
"Bowling Green, MO",5585
"Branson West, MO",446
"Breckenridge Hills, MO",4566
"Burlington Junction, MO",481
"Byrnes Mill, MO",3002
"Calverton Park, MO",1268
"Camden Point, MO",548
"Cape Girardeau, MO",40559
"Carl Junction, MO",8274
"Clarkson Valley, MO",2606
"Clifton Hill, MO",109
"Cole Camp, MO",1134
"Cool Valley, MO",1130
"Creve Coeur, MO",18622
"Cross Timbers, MO",211
"Crystal City, MO",4700
"Crystal Lakes, MO",355
"Dardenne Prairie, MO",13348
"De Soto, MO",6345
"Des Peres, MO",8697
"De Witt, MO",117
"East Lynne, MO",305
"East Prairie, MO",2941
"Edgar Springs, MO",195
"Excelsior Springs, MO",11731
"Fair Grove, MO",1529
"Fair Play, MO",483
"Flint Hill, MO",777
"Flordell Hills, MO",802
"Forest City, MO",246
"Fremont Hills, MO",922
"Garden City, MO",1638
"Gilman City, MO",357
"Golden City, MO",719
"Grain Valley, MO",14526
"Green City, MO",589
"Green Park, MO",2618
"Green Ridge, MO",495
"Hawk Point, MO",712
"Hayti Heights, MO",547
"High Hill, MO",177
"Holts Summit, MO",4391
"Houston Lake, MO",247
"Jefferson City, MO",42708
"Kansas City, MO",495327
"Kimberling City, MO",2300
"King City, MO",992
"Knob Noster, MO",2785
"Knox City, MO",206
"La Belle, MO",625
"La Grange, MO",892
"Lake Annette, MO",100
"Lake Lafayette, MO",336
"Lake Lotawana, MO",2109
"Lake Ozark, MO",1828
"Lake Tapawingo, MO",719
"Lake Waukomis, MO",873
"Lake Winnebago, MO",1269
"Lamar Heights, MO",175
"La Monte, MO",1135
"La Plata, MO",1308
"La Russell, MO",118
"Lee's Summit, MO",99357
"Linn Creek, MO",253
"Lone Jack, MO",1323
"Lowry City, MO",613
"Marble Hill, MO",1464
"Maryland Heights, MO",26956
"Missouri City, MO",296
"Moline Acres, MO",2346
"Monroe City, MO",2438
"Montgomery City, MO",2678
"Moscow Mills, MO",3496
"Mound City, MO",1039
"Mountain Grove, MO",4690
"Mountain View, MO",2649
"Mount Vernon, MO",4508
"Neck City, MO",195
"New Bloomfield, MO",673
"New Cambria, MO",187
"New Florence, MO",718
"New Franklin, MO",1057
"New Hampton, MO",271
"New Haven, MO",2072
"New London, MO",987
"New Madrid, MO",2818
"New Melle, MO",508
"Oak Grove, MO",8258
"Old Monroe, MO",287
"Olympian Village, MO",752
"Osage Beach, MO",4666
"Park Hills, MO",8529
"Pasadena Hills, MO",891
"Pierce City, MO",1309
"Pilot Grove, MO",761
"Pilot Knob, MO",715
"Pine Lawn, MO",3593
"Platte City, MO",4955
"Platte Woods, MO",405
"Pleasant Hill, MO",8683
"Pleasant Hope, MO",604
"Pleasant Valley, MO",3026
"Poplar Bluff, MO",16937
"Prairie Home, MO",280
"Queen City, MO",625
"Reeds Spring, MO",867
"Rich Hill, MO",1317
"Richmond Heights, MO",8801
"Rockaway Beach, MO",869
"Rock Hill, MO",4620
"Rock Port, MO",1191
"St. Ann, MO",12629
"St. Charles, MO",71028
"St. Clair, MO",4712
"Ste. Genevieve, MO",4416
"St. James, MO",4034
"St. John, MO",6338
"St. Joseph, MO",74875
"St. Louis, MO",300576
"St. Martins, MO",1195
"St. Mary, MO",346
"St. Paul, MO",2574
"St. Peters, MO",58212
"St. Robert, MO",6275
"Schell City, MO",238
"Scott City, MO",4468
"Stotts City, MO",217
"Sugar Creek, MO",3260
"Sunset Hills, MO",8447
"Sweet Springs, MO",1412
"University City, MO",34165
"Valley Park, MO",6796
"Velda City, MO",1360
"Vinita Park, MO",2116
"Walnut Grove, MO",781
"Warson Woods, MO",1897
"Weatherby Lake, MO",2073
"Webb City, MO",12134
"Webster Groves, MO",22819
"Weldon Spring, MO",5533
"West Alton, MO",527
"West Plains, MO",12304
"Willow Springs, MO",2099
"Wood Heights, MO",698
"Woodson Terrace, MO",4037
"Wright City, MO",4309
"Big Timber, MT",1701
"Columbia Falls, MT",5876
"Cut Bank, MT",3061
"Deer Lodge, MT",2853
"East Helena, MT",2103
"Fort Benton, MT",1432
"Great Falls, MT",58434
"Judith Gap, MT",125
"Miles City, MT",8264
"Red Lodge, MT",2303
"Thompson Falls, MT",1427
"Three Forks, MT",2055
"Wolf Point, MT",2730
"Battle Creek, NE",1187
"Beaver City, NE",575
"Blue Hill, NE",866
"Blue Springs, NE",319
"Broken Bow, NE",3497
"Central City, NE",2874
"Clay Center, NE",724
"Dakota City, NE",1859
"David City, NE",2852
"Falls City, NE",4117
"Fort Calhoun, NE",980
"Grand Island, NE",51267
"La Vista, NE",17170
"Long Pine, NE",288
"Loup City, NE",973
"Nebraska City, NE",7292
"Newman Grove, NE",703
"North Bend, NE",1269
"North Platte, NE",23639
"Pawnee City, NE",832
"Red Cloud, NE",916
"St. Edward, NE",659
"St. Paul, NE",2333
"Weeping Water, NE",1095
"West Point, NE",3283
"Wood River, NE",1340
"Boulder City, NV",16207
"Las Vegas, NV",651319
"West Wendover, NV",4273
"Asbury Park, NJ",15408
"Atlantic City, NJ",37743
"Cape May, NJ",3422
"Corbin City, NJ",491
"East Orange, NJ",64367
"Estell Manor, NJ",1729
"Gloucester City, NJ",11219
"Jersey City, NJ",262075
"Long Branch, NJ",30241
"Margate City, NJ",5865
"New Brunswick, NJ",55676
"North Wildwood, NJ",3760
"Ocean City, NJ",10971
"Perth Amboy, NJ",51390
"Port Republic, NJ",1052
"Somers Point, NJ",10174
"South Amboy, NJ",9176
"Union City, NJ",67982
"Ventnor City, NJ",9895
"Elephant Butte, NM",1310
"Las Cruces, NM",103432
"Las Vegas, NM",12919
"Rio Communities, NM",4552
"Rio Rancho, NM",99178
"Ruidoso Downs, NM",2574
"Santa Fe, NM",84683
"Santa Rosa, NM",2636
"Sunland Park, NM",17978
"Glen Cove, NY",27166
"Glens Falls, NY",14262
"Little Falls, NY",4637
"Long Beach, NY",33454
"Mount Vernon, NY",67345
"New Rochelle, NY",78557
"New York, NY",8336817
"Niagara Falls, NY",47720
"North Tonawanda, NY",30245
"Port Jervis, NY",8558
"Saratoga Springs, NY",28212
"White Plains, NY",58109
"Bessemer City, NC",5577
"Elizabeth City, NC",17751
"High Point, NC",112791
"High Shoals, NC",748
"Kings Mountain, NC",10982
"Mount Airy, NC",10208
"Mount Holly, NC",16257
"New Bern, NC",29994
"Roanoke Rapids, NC",14320
"Rocky Mount, NC",53922
"Churchs Ferry, ND",12
"Des Lacs, ND",201
"Devils Lake, ND",7320
"Dunn Center, ND",191
"Forest River, ND",121
"Fort Ransom, ND",75
"Fort Yates, ND",202
"Glen Ullin, ND",717
"Golden Valley, ND",163
"Grace City, ND",58
"Grand Forks, ND",55839
"Great Bend, ND",56
"Michigan City, ND",268
"New England, ND",600
"New Leipzig, ND",206
"New Rockford, ND",1339
"New Salem, ND",989
"New Town, ND",2592
"North River, ND",54
"Park River, ND",1338
"Pick City, ND",136
"Powers Lake, ND",285
"Prairie Rose, ND",49
"Reile's Acres, ND",700
"St. John, ND",350
"St. Thomas, ND",311
"Sentinel Butte, ND",63
"South Heart, ND",429
"Spiritwood Lake, ND",98
"Tower City, ND",265
"Turtle Lake, ND",554
"Valley City, ND",6323
"Watford City, ND",7835
"West Fargo, ND",37058
"White Earth, ND",91
"Willow City, ND",150
"Avon Lake, OH",24504
"Bay Village, OH",15194
"Bedford Heights, OH",10460
"Blue Ash, OH",12372
"Bowling Green, OH",31504
"Broadview Heights, OH",19102
"Brook Park, OH",18382
"Canal Fulton, OH",5408
"Canal Winchester, OH",8818
"Cleveland Heights, OH",43992
"Cuyahoga Falls, OH",49106
"Deer Park, OH",5566
"East Cleveland, OH",16964
"East Liverpool, OH",10603
"Fairview Park, OH",16161
"Forest Park, OH",18583
"Garfield Heights, OH",27448
"Grandview Heights, OH",8333
"Grove City, OH",41820
"Highland Heights, OH",8373
"Huber Heights, OH",38154
"Maple Heights, OH",22078
"Martins Ferry, OH",6517
"Mayfield Heights, OH",18487
"Middleburg Heights, OH",15432
"Mount Healthy, OH",6736
"Mount Vernon, OH",16769
"Munroe Falls, OH",5063
"New Albany, OH",10933
"New Carlisle, OH",5568
"New Franklin, OH",14133
"New Philadelphia, OH",17410
"North Canton, OH",17176
"North Olmsted, OH",31341
"North Ridgeville, OH",34392
"North Royalton, OH",30068
"Olmsted Falls, OH",8828
"Parma Heights, OH",19790
"Pepper Pike, OH",6330
"Port Clinton, OH",6176
"Richmond Heights, OH",10342
"Rocky River, OH",19986
"St. Clairsville, OH",5141
"St. Marys, OH",8160
"Seven Hills, OH",11590
"Shaker Heights, OH",27027
"Sheffield Lake, OH",8916
"South Euclid, OH",21297
"Tipp City, OH",10115
"University Heights, OH",12797
"Upper Arlington, OH",35366
"Upper Sandusky, OH",6440
"Van Wert, OH",10676
"Warrensville Heights, OH",13108
"West Carrollton, OH",12864
"Willoughby Hills, OH",9553
"Boise City, OK",1085
"Broken Arrow, OK",110198
"Broken Bow, OK",4085
"Cedar Valley, OK",330
"Del City, OK",21712
"Elk City, OK",11577
"El Reno, OK",19965
"Kaw City, OK",367
"Lone Grove, OK",5121
"Midwest City, OK",57407
"New Cordell, OK",2734
"Nichols Hills, OK",3938
"Nicoma Park, OK",2467
"Oklahoma City, OK",655057
"Pauls Valley, OK",6110
"Ponca City, OK",23660
"Pond Creek, OK",834
"Pryor Creek, OK",9379
"Sand Springs, OK",19905
"The Village, OK",9564
"Warr Acres, OK",10118
"Adair Village, OR",874
"Baker City, OR",9809
"Bay City, OR",1404
"Cannon Beach, OR",1768
"Cascade Locks, OR",1161
"Cave Junction, OR",1977
"Central Point, OR",18848
"Columbia City, OR",2022
"Coos Bay, OR",16361
"Cottage Grove, OR",10465
"Depoe Bay, OR",1499
"Dunes City, OR",1406
"Eagle Point, OR",9554
"Falls City, OR",1056
"Forest Grove, OR",25553
"Gold Beach, OR",2304
"Gold Hill, OR",1296
"Grants Pass, OR",38170
"Grass Valley, OR",165
"Happy Valley, OR",22553
"Hood River, OR",7801
"Island City, OR",1033
"John Day, OR",1672
"Johnson City, OR",629
"Jordan Valley, OR",177
"Junction City, OR",6229
"King City, OR",4408
"Klamath Falls, OR",21753
"La Grande, OR",13614
"Lake Oswego, OR",39822
"La Pine, OR",1929
"Lincoln City, OR",9170
"Long Creek, OR",190
"Maywood Park, OR",849
"Mill City, OR",1968
"Mount Angel, OR",3619
"Mount Vernon, OR",512
"Myrtle Creek, OR",3483
"Myrtle Point, OR",2559
"North Bend, OR",9768
"North Plains, OR",2203
"North Powder, OR",460
"Oregon City, OR",37339
"Pilot Rock, OR",1509
"Port Orford, OR",1153
"Prairie City, OR",876
"Rockaway Beach, OR",1416
"Rogue River, OR",2331
"St. Helens, OR",13739
"St. Paul, OR",455
"Scotts Mills, OR",393
"Shady Cove, OR",3129
"Sweet Home, OR",9977
"The Dalles, OR",15761
"West Linn, OR",26736
"Wood Village, OR",4093
"Beaver Falls, PA",8332
"Lock Haven, PA",9083
"Lower Burrell, PA",11078
"New Castle, PA",21618
"New Kensington, PA",12292
"Oil City, PA",9618
"St. Marys, PA",12260
"Central Falls, RI",19568
"East Providence, RI",47618
"Folly Beach, SC",2660
"Forest Acres, SC",10298
"Fountain Inn, SC",10441
"Goose Creek, SC",43665
"Lake City, SC",6497
"Myrtle Beach, SC",34695
"North Augusta, SC",23845
"North Charleston, SC",115382
"Rock Hill, SC",75048
"Tega Cay, SC",11335
"Travelers Rest, SC",5346
"West Columbia, SC",17998
"Belle Fourche, SD",5702
"Box Elder, SD",10119
"Brant Lake, SD",60
"Central City, SD",131
"Clear Lake, SD",1262
"Dell Rapids, SD",3628
"De Smet, SD",1052
"Eagle Butte, SD",1346
"Elk Point, SD",1871
"Fort Pierre, SD",2217
"Hill City, SD",1032
"Hot Springs, SD",3502
"Lake Andes, SD",821
"Lake Norden, SD",522
"Lake Preston, SD",555
"Mount Vernon, SD",436
"New Underwood, SD",673
"Rapid City, SD",77503
"Sioux Falls, SD",183793
"Timber Lake, SD",499
"Valley Springs, SD",730
"Wessington Springs, SD",911
"White Lake, SD",369
"White River, SD",574
"Willow Lake, SD",243
"Bean Station, TN",3113
"Belle Meade, TN",2858
"Berry Hill, TN",508
"Bluff City, TN",1670
"Cedar Hill, TN",312
"Church Hill, TN",6664
